fighter1_wins,fighter2_wins,fighter1_losses,fighter2_losses,fighter1_height,fighter2_height,fighter1_weight,fighter2_weight,fighter1_reach,fighter2_reach,fighter1_age,fighter2_age,fighter1_SLpM,fighter2_SLpM,fighter1_sig_str_acc,fighter2_sig_str_acc,fighter1_SApM,fighter2_SApM,fighter1_str_def,fighter2_str_def,fighter1_td_avg,fighter2_td_avg,fighter1_td_acc,fighter2_td_acc,fighter1_td_def,fighter2_td_def,fighter1_sub_avg,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won,fighter1_name,fighter2_name,fighter1_stance,fighter2_stance
17.0,8.0,2.0,2.0,167.64,193.04,56.7,83.91,165.1,198.12,24.0,32.0,2.0,4.31,0.41,0.49,3.56,5.39,0.47,0.45,1.2,0.0,0.5,0.0,0.63,0.0,1.8,0.0,-25.400000000000006,-27.209999999999994,-33.02000000000001,0.09473684210526312,1.2,-2.3099999999999996,1.8,1,Ronaldo Rodriguez,KB Bhullar,Orthodox,Switch
11.0,19.0,6.0,4.0,165.1,182.88,61.23,77.11,162.56,193.04,40.0,34.0,4.37,3.75,0.43,0.42,4.93,2.8,0.56,0.62,0.39,1.77,0.18,0.47,0.85,0.88,0.0,0.4,-17.78,-15.880000000000003,-30.47999999999999,-0.17902813299232734,-1.38,0.6200000000000001,-0.4,1,Bethe Correia,Rory MacDonald,Orthodox,Orthodox
14.0,21.0,3.0,13.0,193.04,170.18,92.99,56.7,198.12,167.64,32.0,37.0,4.01,3.39,0.5,0.44,2.3,2.66,0.53,0.56,0.82,3.73,0.25,0.47,0.9,0.59,0.2,1.0,22.859999999999985,36.28999999999999,30.480000000000018,0.2058823529411764,-2.91,0.6199999999999997,-0.8,1,Aleksandar Rakic,Tim Elliott,Orthodox,Southpaw
20.0,4.0,3.0,5.0,190.5,167.64,70.31,56.7,195.58,175.26,31.0,34.0,3.65,3.34,0.46,0.37,3.37,5.2,0.5,0.5,0.0,0.84,0.0,0.5,0.11,0.14,1.3,0.0,22.860000000000014,13.61,20.32000000000002,0.4251207729468599,-0.84,0.31000000000000005,1.3,1,Joel Alvarez,Shana Dobson,Orthodox,Orthodox
21.0,0.0,15.0,2.0,180.34,175.26,61.23,102.51,185.42,,36.0,,2.65,0.0,0.34,0.0,3.1,0.0,0.41,0.0,0.48,0.0,0.05,0.0,0.3,0.0,0.5,0.0,5.0800000000000125,-41.28000000000001,,0.5833333333333334,0.48,2.65,0.5,1,Kevin Croom,Sam Fulton,Orthodox,Unknown
12.0,20.0,4.0,12.0,182.88,172.72,77.11,70.31,190.5,172.72,32.0,33.0,1.83,1.85,0.5,0.48,2.83,3.3,0.64,0.58,2.0,0.29,0.33,0.25,0.25,0.44,0.5,1.5,10.159999999999997,6.799999999999997,17.78,0.125,1.71,-0.020000000000000018,-1.0,0,Stefan Sekulic,Rafael Alves,Southpaw,Orthodox
19.0,9.0,12.0,2.0,182.88,185.42,83.91,77.11,182.88,180.34,42.0,30.0,3.61,5.64,0.54,0.6,3.46,3.18,0.47,0.58,1.13,0.4,1.0,1.0,0.0,0.46,0.0,0.0,-2.539999999999992,6.799999999999997,2.539999999999992,-0.2052785923753666,0.7299999999999999,-2.03,0.0,1,Jason Day,Uros Medic,Orthodox,Southpaw
8.0,18.0,3.0,6.0,185.42,182.88,83.91,83.91,,,37.0,48.0,3.16,1.55,0.27,0.44,10.0,2.36,0.72,0.47,0.0,0.0,0.0,0.0,0.0,0.42,0.0,0.0,2.539999999999992,0.0,,-0.022727272727272707,0.0,1.61,0.0,1,Cale Yarbrough,Crafton Wallace,Orthodox,Orthodox
15.0,12.0,12.0,5.0,165.1,182.88,61.23,77.11,167.64,185.42,41.0,49.0,3.37,3.6,0.4,0.52,3.41,2.53,0.65,0.56,2.61,3.78,0.45,0.34,0.59,0.83,0.7,0.5,-17.78,-15.880000000000003,-17.78,-0.15032679738562094,-1.17,-0.22999999999999998,0.19999999999999996,1,Scott Jorgensen,Aaron Simpson,Orthodox,Orthodox
4.0,2.0,3.0,5.0,154.94,177.8,52.16,70.31,165.1,177.8,35.0,39.0,4.51,2.28,0.51,0.32,4.0,6.25,0.65,0.44,1.0,1.01,0.21,0.25,0.5,0.33,0.0,0.0,-22.860000000000014,-18.150000000000006,-12.700000000000017,0.2857142857142857,-0.010000000000000009,2.23,0.0,1,Jamie Moyle,Edward Faaloloto,Orthodox,Orthodox
8.0,23.0,4.0,9.0,170.18,175.26,70.31,70.31,180.34,177.8,37.0,40.0,2.08,3.64,0.32,0.36,2.12,2.33,0.63,0.56,2.32,2.13,0.58,0.46,0.66,0.52,0.0,0.5,-5.079999999999984,0.0,2.539999999999992,-0.05208333333333337,0.18999999999999995,-1.56,-0.5,1,Renee Forte,Roger Huerta,Orthodox,Orthodox
12.0,18.0,4.0,7.0,190.5,170.18,120.2,65.77,195.58,180.34,39.0,32.0,3.43,3.76,0.45,0.45,3.08,3.52,0.44,0.57,1.09,1.06,0.24,0.26,0.69,0.58,0.0,0.3,20.319999999999993,54.43000000000001,15.240000000000009,0.030000000000000027,0.030000000000000027,-0.3299999999999996,-0.3,1,Timothy Johnson,Dan Ige,Southpaw,Orthodox
18.0,17.0,13.0,8.0,190.5,170.18,92.99,65.77,195.58,182.88,42.0,37.0,1.34,3.93,0.47,0.41,6.85,4.52,0.22,0.52,2.51,0.7,0.5,0.44,1.0,0.72,0.0,0.6,20.319999999999993,27.22,12.700000000000017,-0.09935483870967743,1.8099999999999998,-2.59,-0.6,1,Antonio Mendes,Chan Sung Jung,Southpaw,Orthodox
12.0,16.0,5.0,10.0,187.96,185.42,92.99,77.11,195.58,193.04,32.0,41.0,4.1,2.08,0.56,0.52,6.03,2.87,0.31,0.43,2.09,1.18,0.45,0.66,1.0,0.58,0.4,0.0,2.5400000000000205,15.879999999999995,2.5400000000000205,0.0904977375565611,0.9099999999999999,2.0199999999999996,0.4,1,Jordan Wright,Che Mills,Orthodox,Orthodox
12.0,28.0,6.0,13.0,177.8,170.18,77.11,61.23,177.8,180.34,48.0,45.0,3.2,2.95,0.49,0.39,2.37,3.22,0.44,0.63,0.0,0.22,0.0,0.2,0.32,0.58,0.3,0.4,7.6200000000000045,15.880000000000003,-2.539999999999992,-0.016260162601626105,-0.22,0.25,-0.10000000000000003,0,Chris Clements,Johnny Eduardo,Orthodox,Orthodox
23.0,21.0,11.0,4.0,180.34,187.96,65.77,117.03,187.96,193.04,33.0,48.0,3.85,1.35,0.37,0.31,4.11,3.17,0.51,0.47,2.16,1.19,0.47,0.18,0.69,0.0,0.3,0.6,-7.6200000000000045,-51.260000000000005,-5.079999999999984,-0.1635294117647058,0.9700000000000002,2.5,-0.3,0,Andre Fili,Chris Tuchscherer,Orthodox,Orthodox
18.0,35.0,5.0,5.0,167.64,170.18,65.77,70.31,167.64,,38.0,48.0,2.78,0.87,0.49,0.26,2.35,1.93,0.67,0.57,4.13,4.0,0.55,0.47,1.0,0.16,0.3,0.5,-2.5400000000000205,-4.540000000000006,,-0.09239130434782605,0.1299999999999999,1.9099999999999997,-0.2,1,Chad Mendes,Ronys Torres,Orthodox,Orthodox
11.0,24.0,7.0,15.0,177.8,167.64,65.77,61.23,177.8,167.64,37.0,37.0,2.46,3.39,0.32,0.41,3.5,4.64,0.54,0.54,0.47,1.74,0.33,0.41,0.69,0.6,0.0,0.7,10.160000000000025,4.539999999999999,10.160000000000025,-0.004273504273504258,-1.27,-0.9300000000000002,-0.7,1,Masio Fullen,Brian Kelleher,Orthodox,Switch
18.0,8.0,6.0,2.0,177.8,172.72,65.77,65.77,177.8,177.8,35.0,28.0,7.36,2.76,0.56,0.49,5.57,5.65,0.43,0.48,1.24,0.0,0.23,0.0,0.61,0.0,1.1,0.0,5.0800000000000125,0.0,0.0,-0.050000000000000044,1.24,4.6000000000000005,1.1,0,Billy Quarantillo,Yoshinori Horie,Orthodox,Orthodox
24.0,13.0,3.0,5.0,177.8,190.5,70.31,70.31,187.96,193.04,33.0,37.0,3.36,4.13,0.42,0.39,2.44,3.31,0.61,0.6,1.0,0.26,0.28,0.33,0.7,0.57,0.0,0.7,-12.699999999999989,0.0,-5.079999999999984,0.16666666666666663,0.74,-0.77,-0.7,1,Damir Ismagulov,James Vick,Orthodox,Orthodox
10.0,14.0,9.0,6.0,170.18,175.26,70.31,70.31,,175.26,,40.0,0.84,4.32,1.0,0.47,1.68,3.66,0.68,0.55,0.0,1.88,0.0,0.56,0.5,0.67,0.0,0.2,-5.079999999999984,0.0,,-0.17368421052631577,-1.88,-3.4800000000000004,-0.2,1,Paul Rodriguez,Scott Holtzman,Orthodox,Orthodox
18.0,2.0,7.0,1.0,180.34,203.2,70.31,111.13,185.42,,37.0,,2.26,0.0,0.41,0.0,3.63,0.0,0.53,0.0,2.0,0.0,0.38,0.0,0.78,0.0,0.0,0.0,-22.859999999999985,-40.81999999999999,,0.053333333333333344,2.0,2.26,0.0,0,Kazuki Tokudome,Rafael Carino,Southpaw,Orthodox
0.0,11.0,1.0,4.0,177.8,172.72,86.18,65.77,,182.88,81.0,33.0,0.0,3.0,0.0,0.42,0.0,3.64,0.0,0.63,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,5.0800000000000125,20.41000000000001,,-0.7333333333333333,0.0,-3.0,0.0,0,Ron van Clief,Sheymon Moraes,Orthodox,Orthodox
10.0,21.0,4.0,10.0,162.56,187.96,56.7,92.99,165.1,190.5,44.0,32.0,4.04,4.7,0.3,0.52,4.67,2.75,0.66,0.58,0.0,0.0,0.0,0.0,0.0,0.63,1.3,0.0,-25.400000000000006,-36.28999999999999,-25.400000000000006,0.03686635944700467,0.0,-0.6600000000000001,1.3,0,Barb Honchak,Tanner Boser,Orthodox,Orthodox
7.0,18.0,5.0,5.0,185.42,182.88,77.11,77.11,,,50.0,38.0,0.92,2.73,0.48,0.29,1.87,4.37,0.47,0.55,1.46,0.0,0.3,0.0,0.5,0.37,2.5,0.5,2.539999999999992,0.0,,-0.19927536231884058,1.46,-1.81,2.0,0,Renato Verissimo,Hernani Perpetuo,Orthodox,Orthodox
9.0,26.0,4.0,9.0,170.18,175.26,70.31,70.31,175.26,,40.0,47.0,2.79,1.85,0.25,0.37,4.01,2.6,0.6,0.59,0.0,1.38,0.0,0.52,0.8,0.76,0.0,1.2,-5.079999999999984,0.0,,-0.05054945054945059,-1.38,0.94,-1.2,1,Henry Martinez,Din Thomas,Southpaw,Orthodox
9.0,15.0,5.0,7.0,172.72,177.8,61.23,77.11,175.26,187.96,33.0,43.0,3.6,0.73,0.45,0.2,3.0,2.27,0.64,0.46,2.7,2.46,0.47,0.44,0.42,0.4,0.6,2.5,-5.0800000000000125,-15.880000000000003,-12.700000000000017,-0.03896103896103886,0.2400000000000002,2.87,-1.9,0,Jose Quinonez,Daniel Roberts,Southpaw,Southpaw
6.0,16.0,6.0,2.0,172.72,170.18,61.23,61.23,170.18,172.72,36.0,30.0,4.03,3.83,0.34,0.45,4.59,5.3,0.53,0.62,0.95,0.42,0.22,0.25,0.5,0.46,0.0,0.0,2.539999999999992,0.0,-2.539999999999992,-0.38888888888888884,0.53,0.20000000000000018,0.0,0,Ashlee Evans-Smith,Tom Duquesnoy,Orthodox,Orthodox
18.0,15.0,8.0,10.0,170.18,190.5,56.7,83.91,,190.5,37.0,43.0,2.23,3.29,0.56,0.55,1.44,3.31,0.45,0.51,1.31,1.7,0.66,0.32,0.2,0.6,0.7,0.7,-20.319999999999993,-27.209999999999994,,0.09230769230769231,-0.3899999999999999,-1.06,0.0,0,Kalindra Faria,Trevor Smith,Switch,Orthodox
11.0,12.0,5.0,5.0,167.64,187.96,61.23,92.99,165.1,195.58,29.0,32.0,3.13,4.1,0.35,0.56,5.0,6.03,0.48,0.31,0.54,2.09,0.13,0.45,0.4,1.0,0.2,0.4,-20.32000000000002,-31.759999999999998,-30.480000000000018,-0.018382352941176516,-1.5499999999999998,-0.9699999999999998,-0.2,0,Mark De La Rosa,Jordan Wright,Orthodox,Orthodox
5.0,11.0,1.0,4.0,180.34,170.18,83.91,65.77,,,39.0,35.0,3.79,1.4,0.31,0.26,3.98,2.07,0.68,0.65,2.13,1.0,0.42,0.25,1.0,0.33,0.7,0.0,10.159999999999997,18.14,,0.10000000000000009,1.13,2.39,0.7,1,Ricardo Abreu,Jianping Yang,Orthodox,Orthodox
9.0,16.0,3.0,8.0,185.42,177.8,77.11,109.32,193.04,,31.0,49.0,2.22,1.42,0.41,0.46,3.38,4.2,0.58,0.54,0.94,2.66,0.28,0.34,0.72,0.25,0.5,1.8,7.619999999999976,-32.209999999999994,,0.08333333333333337,-1.7200000000000002,0.8000000000000003,-1.3,0,Yohan Lainesse,Assuerio Silva,Orthodox,Orthodox
14.0,18.0,2.0,10.0,187.96,182.88,77.11,92.99,193.04,,37.0,,3.29,3.94,0.47,0.3,0.82,2.99,0.78,0.67,5.84,0.9,0.56,0.14,1.0,0.0,0.0,0.0,5.0800000000000125,-15.879999999999995,,0.2321428571428571,4.9399999999999995,-0.6499999999999999,0.0,1,Adlan Amagov,Victor Valimaki,Orthodox,Orthodox
0.0,25.0,5.0,4.0,180.34,180.34,92.99,70.31,,177.8,57.0,35.0,0.0,7.35,0.0,0.6,3.13,7.5,0.25,0.53,0.0,0.13,0.0,0.25,0.0,0.75,0.0,0.0,0.0,22.679999999999993,,-0.8620689655172413,-0.13,-7.35,0.0,0,Yoji Anjo,Justin Gaethje,Orthodox,Orthodox
31.0,11.0,12.0,1.0,182.88,165.1,77.11,56.7,185.42,165.1,34.0,30.0,3.35,4.11,0.44,0.53,2.55,2.79,0.69,0.6,1.56,2.33,0.58,0.46,0.66,0.75,0.2,0.3,17.78,20.409999999999997,20.319999999999993,-0.19573643410852715,-0.77,-0.7600000000000002,-0.09999999999999998,0,Jordan Mein,Tracy Cortez,Orthodox,Orthodox
16.0,0.0,6.0,1.0,172.72,190.5,56.7,98.43,182.88,,28.0,,4.64,0.0,0.54,0.0,2.73,0.0,0.61,0.0,0.29,0.0,1.0,0.0,0.66,0.0,0.6,0.0,-17.78,-41.730000000000004,,0.7272727272727273,0.29,4.64,0.6,1,Sumudaerji,Dmitri Stepanov,Southpaw,Orthodox
25.0,11.0,10.0,2.0,182.88,185.42,77.11,77.11,187.96,,41.0,36.0,2.46,5.45,0.35,0.47,3.44,3.88,0.51,0.59,0.73,1.53,0.35,0.5,0.35,0.6,0.4,0.9,-2.539999999999992,0.0,,-0.13186813186813184,-0.8,-2.99,-0.5,0,Dan Hardy,Pascal Krauss,Orthodox,Orthodox
17.0,8.0,7.0,1.0,182.88,170.18,70.31,56.7,187.96,175.26,29.0,20.0,4.46,7.17,0.46,0.52,4.49,4.33,0.54,0.47,2.42,9.69,0.34,0.71,0.76,0.5,0.1,0.0,12.699999999999989,13.61,12.700000000000017,-0.18055555555555547,-7.27,-2.71,0.1,0,Jamie Mullarkey,Igor Severino,Orthodox,Orthodox
15.0,9.0,2.0,3.0,175.26,190.5,83.91,83.91,,195.58,36.0,36.0,1.18,1.36,0.46,0.33,2.27,3.92,0.56,0.45,3.0,3.07,0.37,0.37,0.66,0.0,0.3,0.5,-15.240000000000009,0.0,,0.13235294117647056,-0.06999999999999984,-0.18000000000000016,-0.2,0,Bruno Santos,Antonio Braga Neto,Orthodox,Orthodox
6.0,14.0,2.0,7.0,180.34,190.5,77.11,83.91,180.34,187.96,32.0,44.0,3.8,1.96,0.33,0.54,4.49,2.46,0.56,0.36,0.33,1.02,0.5,0.6,0.0,0.54,0.0,0.0,-10.159999999999997,-6.799999999999997,-7.6200000000000045,0.08333333333333337,-0.69,1.8399999999999999,0.0,1,Daichi Abe,Mario Miranda,Orthodox,Orthodox
10.0,0.0,2.0,1.0,180.34,175.26,61.23,86.18,182.88,,27.0,,5.16,0.0,0.35,0.0,4.19,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0800000000000125,-24.95000000000001,,0.8333333333333334,0.0,5.16,0.0,1,Serhiy Sidey,Jackie Lee,Switch,Unknown
31.0,15.0,13.0,2.0,177.8,177.8,77.11,70.31,182.88,185.42,42.0,29.0,2.69,8.14,0.37,0.58,3.02,3.15,0.56,0.56,1.51,3.26,0.24,0.66,0.46,0.88,0.8,1.6,0.0,6.799999999999997,-2.539999999999992,-0.17780748663101598,-1.7499999999999998,-5.450000000000001,-0.8,0,Diego Sanchez,Manuel Torres,Southpaw,Switch
6.0,10.0,6.0,4.0,182.88,172.72,77.11,65.77,187.96,175.26,43.0,29.0,1.74,2.17,0.43,0.45,1.5,4.65,0.59,0.36,0.89,1.88,0.55,0.24,0.42,0.43,1.4,0.5,10.159999999999997,11.340000000000003,12.700000000000017,-0.2142857142857143,-0.9899999999999999,-0.42999999999999994,0.8999999999999999,0,Luke Cummo,Felipe Colares,Orthodox,Orthodox
11.0,9.0,5.0,3.0,170.18,203.2,56.7,115.67,180.34,,28.0,42.0,2.69,1.52,0.48,0.38,4.1,3.29,0.43,0.33,0.0,0.91,0.0,0.33,0.41,0.2,1.7,0.0,-33.01999999999998,-58.97,,-0.0625,-0.91,1.17,1.7,1,Edgar Chairez,Jack May,Orthodox,Switch
17.0,4.0,7.0,2.0,182.88,162.56,77.11,56.7,190.5,,33.0,33.0,3.84,2.71,0.41,0.46,4.54,2.15,0.55,0.51,0.97,1.94,0.33,0.6,0.57,0.68,1.7,0.0,20.319999999999993,20.409999999999997,,0.04166666666666674,-0.97,1.13,1.7,0,David Zawada,Roldan Sangcha'an,Orthodox,Orthodox
11.0,21.0,5.0,13.0,175.26,193.04,77.11,117.93,,193.04,38.0,40.0,0.81,2.79,0.33,0.47,3.23,4.14,0.38,0.46,9.09,1.72,0.75,0.33,0.0,0.85,0.0,0.9,-17.78,-40.82000000000001,,0.06985294117647056,7.37,-1.98,-0.9,1,Manuel Rodriguez,Tim Hague,Orthodox,Orthodox
10.0,4.0,2.0,11.0,172.72,195.58,65.77,113.4,177.8,,40.0,,2.79,0.0,0.4,0.0,3.89,0.0,0.59,0.0,0.89,0.0,0.33,0.0,0.5,0.0,0.0,0.0,-22.860000000000014,-47.63000000000001,,0.5666666666666667,0.89,2.79,0.0,1,Ernest Chavez,Zane Frazier,Orthodox,Orthodox
21.0,23.0,11.0,6.0,187.96,180.34,83.91,65.77,198.12,182.88,41.0,29.0,1.93,2.47,0.38,0.53,2.63,4.91,0.5,0.37,2.0,0.0,0.68,0.0,0.81,0.42,0.9,5.3,7.6200000000000045,18.14,15.240000000000009,-0.1368534482758621,2.0,-0.5400000000000003,-4.3999999999999995,1,Ildemar Alcantara,Diego Lopes,Orthodox,Orthodox
8.0,23.0,3.0,12.0,182.88,172.72,70.31,70.31,182.88,180.34,37.0,35.0,1.66,4.92,0.34,0.41,3.53,4.26,0.37,0.62,0.0,0.24,0.0,0.5,0.37,0.55,0.5,1.0,10.159999999999997,0.0,2.539999999999992,0.07012987012987015,-0.24,-3.26,-0.5,0,Danny Downes,Gabriel Benitez,Orthodox,Southpaw
8.0,16.0,3.0,5.0,193.04,170.18,92.99,56.7,198.12,170.18,27.0,32.0,1.72,3.16,0.53,0.51,2.48,2.89,0.49,0.51,6.55,4.84,0.51,0.5,0.16,0.66,0.0,0.3,22.859999999999985,36.28999999999999,27.939999999999998,-0.03463203463203457,1.71,-1.4400000000000002,-0.3,0,Anton Turkalj,Cody Durden,Orthodox,Southpaw
10.0,15.0,12.0,6.0,193.04,175.26,110.22,65.77,,177.8,55.0,44.0,6.19,3.03,0.69,0.29,7.91,3.62,0.37,0.64,2.58,0.0,1.0,0.0,0.5,1.0,5.2,0.0,17.78,44.45,,-0.25974025974025977,2.58,3.1600000000000006,5.2,0,Colin Robinson,Antonio Carvalho,Orthodox,Orthodox
14.0,9.0,5.0,4.0,172.72,167.64,61.23,61.23,165.1,175.26,32.0,30.0,3.06,5.1,0.4,0.36,3.91,7.63,0.6,0.52,1.1,1.5,0.34,0.25,0.8,1.0,0.0,0.0,5.0800000000000125,0.0,-10.159999999999997,0.04453441295546556,-0.3999999999999999,-2.0399999999999996,0.0,0,Cody Garbrandt,Jin Soo Son,Orthodox,Orthodox
4.0,31.0,6.0,10.0,185.42,177.8,92.99,83.91,,190.5,55.0,36.0,0.0,5.96,0.0,0.51,0.0,6.58,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,7.619999999999976,9.079999999999998,,-0.35609756097560974,0.0,-5.96,0.0,0,Satoshi Honma,Chris Curtis,Orthodox,Orthodox
14.0,11.0,4.0,5.0,187.96,182.88,77.11,65.77,190.5,182.88,37.0,34.0,1.1,1.76,0.2,0.46,3.62,3.35,0.49,0.37,1.35,0.52,0.26,0.25,0.16,0.53,0.3,0.5,5.0800000000000125,11.340000000000003,7.6200000000000045,0.09027777777777779,0.8300000000000001,-0.6599999999999999,-0.2,0,Chance Rencountre,Megan Anderson,Southpaw,Orthodox
1.0,1.0,1.0,1.0,177.8,175.26,83.91,90.72,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5400000000000205,-6.810000000000002,,0.0,0.0,0.0,0.0,0,Paul Herrera,Mark Schultz,Orthodox,Orthodox
4.0,22.0,5.0,6.0,162.56,185.42,52.16,83.91,165.1,198.12,32.0,42.0,3.89,1.66,0.43,0.39,4.75,1.91,0.53,0.56,2.0,2.55,0.57,0.32,0.61,0.43,0.6,0.0,-22.859999999999985,-31.75,-33.02000000000001,-0.3412698412698413,-0.5499999999999998,2.2300000000000004,0.6,0,Kailin Curran,David Branch,Orthodox,Orthodox
14.0,20.0,5.0,11.0,193.04,170.18,83.91,61.23,193.04,172.72,37.0,44.0,2.07,3.06,0.49,0.41,1.6,2.93,0.46,0.62,2.28,1.94,0.5,0.6,0.33,0.82,2.5,0.1,22.859999999999985,22.68,20.319999999999993,0.09168081494057723,0.33999999999999986,-0.9900000000000002,2.4,0,Tamdan McCrory,Yves Jabouin,Switch,Orthodox
7.0,10.0,6.0,2.0,195.58,157.48,92.99,61.23,,170.18,37.0,30.0,7.73,5.99,0.45,0.44,6.82,5.25,0.49,0.53,0.0,0.0,0.0,0.0,0.5,0.58,0.0,0.0,38.10000000000002,31.759999999999998,,-0.29487179487179493,0.0,1.7400000000000002,0.0,1,Matt Van Buren,Josiane Nunes,Unknown,Southpaw
12.0,34.0,2.0,12.0,170.18,187.96,61.23,77.11,167.64,190.5,37.0,42.0,4.17,2.06,0.52,0.38,4.14,2.25,0.44,0.6,6.26,1.98,0.68,0.39,0.5,0.84,4.8,0.5,-17.78,-15.880000000000003,-22.860000000000014,0.11801242236024845,4.279999999999999,2.11,4.3,0,Ronda Rousey,Yushin Okami,Orthodox,Southpaw
2.0,14.0,3.0,6.0,180.34,177.8,70.31,65.77,,187.96,47.0,47.0,0.61,2.41,0.42,0.4,4.44,1.85,0.31,0.63,0.0,2.22,0.0,0.33,0.0,0.6,0.0,1.3,2.539999999999992,4.540000000000006,,-0.29999999999999993,-2.22,-1.8000000000000003,-1.3,0,Joey Gilbert,Kenny Florian,Orthodox,Southpaw
18.0,16.0,21.0,5.0,177.8,185.42,83.91,65.77,,193.04,46.0,27.0,1.49,6.48,0.33,0.42,2.03,5.25,0.65,0.53,4.06,0.0,0.5,0.0,0.0,1.0,0.0,0.8,-7.619999999999976,18.14,,-0.3003663003663003,4.06,-4.99,-0.8,0,Sean Salmon,Fernando Padilla,Southpaw,Orthodox
9.0,16.0,11.0,5.0,172.72,180.34,77.11,83.91,,190.5,50.0,35.0,0.81,2.99,0.33,0.4,1.9,3.01,0.48,0.59,1.36,1.97,1.0,0.29,0.0,0.66,0.0,0.6,-7.6200000000000045,-6.799999999999997,,-0.31190476190476185,-0.6099999999999999,-2.18,-0.6,1,Zach Light,Albert Duraev,Orthodox,Orthodox
12.0,15.0,9.0,5.0,167.64,160.02,56.7,56.7,175.26,165.1,37.0,26.0,2.54,3.8,0.37,0.47,2.48,2.6,0.71,0.59,1.83,2.49,0.44,0.46,0.66,0.4,0.2,0.4,7.619999999999976,0.0,10.159999999999997,-0.1785714285714286,-0.6600000000000001,-1.2599999999999998,-0.2,1,Mara Romero Borella,Miranda Maverick,Orthodox,Southpaw
24.0,6.0,9.0,4.0,175.26,182.88,70.31,83.91,175.26,195.58,40.0,29.0,1.41,5.57,0.41,0.52,2.44,4.11,0.65,0.54,2.8,0.76,0.46,0.57,0.77,0.64,1.1,0.0,-7.6200000000000045,-13.599999999999994,-20.32000000000002,0.12727272727272732,2.04,-4.16,1.1,0,John Maguire,Tafon Nchukwi,Southpaw,Orthodox
10.0,9.0,1.0,1.0,165.1,177.8,56.7,70.31,165.1,185.42,22.0,28.0,9.08,5.18,0.53,0.43,5.77,2.53,0.6,0.64,1.14,0.84,0.42,1.0,0.78,0.83,0.0,0.0,-12.700000000000017,-13.61,-20.319999999999993,0.009090909090909038,0.29999999999999993,3.9000000000000004,0.0,1,Joshua Van,Bolaji Oki,Orthodox,Orthodox
9.0,17.0,5.0,8.0,182.88,167.64,77.11,56.7,185.42,165.1,35.0,38.0,3.84,7.1,0.46,0.51,2.72,4.89,0.58,0.51,1.55,1.52,0.4,0.55,0.66,0.58,0.2,0.3,15.240000000000009,20.409999999999997,20.319999999999993,-0.037142857142857144,0.030000000000000027,-3.26,-0.09999999999999998,0,Richard Walsh,Joanne Wood,Orthodox,Orthodox
5.0,5.0,2.0,2.0,175.26,165.1,65.77,56.7,177.8,167.64,35.0,28.0,3.74,3.13,0.44,0.41,6.82,4.48,0.53,0.48,0.47,0.46,0.25,0.33,0.0,0.4,0.5,2.8,10.159999999999997,9.069999999999993,10.160000000000025,0.0,0.009999999999999953,0.6100000000000003,-2.3,1,Kron Gracie,Nadia Kassem,Southpaw,Southpaw
13.0,4.0,3.0,6.0,180.34,185.42,70.31,95.25,185.42,,40.0,,2.02,0.0,0.47,0.0,1.98,0.0,0.62,0.0,2.89,0.0,0.35,0.0,0.37,0.0,1.2,0.0,-5.079999999999984,-24.939999999999998,,0.4125,2.89,2.02,1.2,1,Yan Cabral,Joe Pardo,Orthodox,Southpaw
17.0,12.0,9.0,6.0,172.72,195.58,65.77,113.4,190.5,200.66,36.0,37.0,4.28,2.3,0.4,0.47,4.87,3.0,0.51,0.37,0.36,3.29,0.75,0.42,0.72,1.0,0.1,0.6,-22.860000000000014,-47.63000000000001,-10.159999999999997,-0.012820512820512775,-2.93,1.9800000000000004,-0.5,1,Andre Ewell,Philip De Fries,Southpaw,Orthodox
16.0,8.0,7.0,4.0,175.26,175.26,70.31,77.11,177.8,,39.0,47.0,1.38,3.33,0.31,0.57,2.84,2.41,0.61,0.39,1.31,2.5,0.18,0.5,0.54,0.5,1.6,1.2,0.0,-6.799999999999997,,0.02898550724637683,-1.19,-1.9500000000000002,0.40000000000000013,0,Shane Nelson,Jared Rollins,Southpaw,Orthodox
16.0,15.0,7.0,3.0,177.8,190.5,70.31,92.99,180.34,193.04,32.0,31.0,3.83,2.43,0.46,0.33,3.37,5.81,0.56,0.4,1.55,0.0,0.52,0.0,0.63,0.66,0.0,0.0,-12.699999999999989,-22.679999999999993,-12.699999999999989,-0.1376811594202899,1.55,1.4,0.0,1,Austin Hubbard,Bogdan Guskov,Orthodox,Orthodox
22.0,9.0,12.0,4.0,162.56,177.8,56.7,77.11,165.1,185.42,40.0,42.0,2.34,1.24,0.26,0.34,3.16,1.85,0.68,0.55,1.76,0.0,0.21,0.0,0.6,0.52,0.0,1.4,-15.240000000000009,-20.409999999999997,-20.319999999999993,-0.04524886877828049,1.76,1.0999999999999999,-1.4,1,Phil Harris,Carlos Eduardo Rocha,Orthodox,Orthodox
