fighter1_wins,fighter1_losses,fighter1_height,fighter1_weight,fighter1_reach,fighter1_stance,fighter1_age,fighter1_SLpM,fighter1_sig_str_acc,fighter1_SApM,fighter1_str_def,fighter1_td_avg,fighter1_td_acc,fighter1_td_def,fighter1_sub_avg,fighter2_wins,fighter2_losses,fighter2_height,fighter2_weight,fighter2_reach,fighter2_stance,fighter2_age,fighter2_SLpM,fighter2_sig_str_acc,fighter2_SApM,fighter2_str_def,fighter2_td_avg,fighter2_td_acc,fighter2_td_def,fighter2_sub_avg,height_diff,weight_diff,reach_diff,win_rate_diff,td_avg_diff,SLpM_diff,sub_avg_diff,fighter1_won
13.0,1.0,167.64,61.23,175.26,Orthodox,32.0,4.2,0.39,6.13,0.51,0.0,0.0,0.0,0.0,8.0,4.0,180.34,77.11,182.88,Orthodox,32.0,2.13,0.25,5.53,0.39,3.0,0.15,0.5,0.0,-12.700000000000017,-15.880000000000003,-7.6200000000000045,0.2512820512820513,-3.0,2.0700000000000003,0.0,0
13.0,0.0,177.8,92.99,180.34,Southpaw,34.0,4.57,0.57,3.12,0.57,0.75,0.16,0.83,0.0,17.0,3.0,167.64,52.16,165.1,Orthodox,36.0,4.77,0.48,2.89,0.56,0.25,0.42,0.66,0.2,10.160000000000025,40.83,15.240000000000009,0.11904761904761907,0.5,-0.1999999999999993,-0.2,0
9.0,4.0,185.42,77.11,,Orthodox,37.0,1.13,0.2,4.33,0.45,1.0,0.07,0.2,0.0,8.0,4.0,182.88,77.11,187.96,Orthodox,34.0,3.42,0.37,3.95,0.51,2.37,0.33,1.0,1.6,2.539999999999992,0.0,,0.027472527472527486,-1.37,-2.29,-1.6,0
9.0,6.0,172.72,65.77,175.26,Orthodox,35.0,2.24,0.44,2.23,0.5,1.44,0.26,0.58,0.0,30.0,7.0,182.88,77.11,187.96,Orthodox,46.0,2.61,0.5,1.65,0.54,3.6,0.51,0.56,0.8,-10.159999999999997,-11.340000000000003,-12.700000000000017,-0.22697368421052633,-2.16,-0.36999999999999966,-0.8,0
16.0,8.0,175.26,70.31,,Southpaw,51.0,2.94,0.43,5.29,0.47,0.0,0.0,0.66,2.0,2.0,4.0,165.1,56.7,162.56,Orthodox,33.0,1.44,0.21,2.82,0.48,0.66,0.16,0.58,0.0,10.159999999999997,13.61,,0.3542857142857143,-0.66,1.5,2.0,0
9.0,7.0,165.1,61.23,,Orthodox,34.0,1.6,0.5,2.89,0.28,0.0,0.0,0.2,0.0,10.0,6.0,198.12,117.93,205.74,Orthodox,32.0,3.6,0.44,3.84,0.46,0.79,0.43,0.6,0.0,-33.02000000000001,-56.70000000000001,,-0.05882352941176472,-0.79,-2.0,0.0,1
10.0,7.0,180.34,77.11,190.5,Orthodox,41.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,13.0,3.0,167.64,56.7,170.18,Southpaw,38.0,1.95,0.43,3.66,0.43,0.54,0.16,0.33,0.0,12.700000000000017,20.409999999999997,20.319999999999993,-0.20915032679738554,0.37,0.6500000000000001,0.9,0
11.0,4.0,182.88,77.11,185.42,Orthodox,40.0,3.26,0.47,2.76,0.56,2.04,0.37,0.4,0.0,35.0,13.0,180.34,92.99,187.96,Orthodox,47.0,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,2.539999999999992,-15.879999999999995,-2.5400000000000205,-0.0267857142857143,1.07,0.46999999999999975,-0.6,1
10.0,4.0,187.96,113.4,195.58,Orthodox,35.0,3.95,0.51,3.67,0.6,0.71,0.5,0.45,0.0,10.0,6.0,172.72,70.31,,Orthodox,48.0,1.68,0.34,2.62,0.38,0.94,0.5,0.66,0.9,15.240000000000009,43.09,,0.07843137254901955,-0.22999999999999998,2.2700000000000005,-0.9,1
6.0,6.0,180.34,77.11,185.42,Orthodox,47.0,2.24,0.48,3.39,0.41,1.18,0.33,0.26,0.4,24.0,10.0,172.72,70.31,182.88,Orthodox,39.0,2.27,0.38,1.63,0.67,1.2,1.0,0.71,0.4,7.6200000000000045,6.799999999999997,2.539999999999992,-0.22417582417582416,-0.020000000000000018,-0.029999999999999805,0.0,0
8.0,3.0,190.5,83.91,,Southpaw,40.0,2.12,0.37,3.32,0.64,0.0,0.0,0.5,0.9,20.0,12.0,175.26,70.31,177.8,Orthodox,39.0,4.17,0.28,4.08,0.57,0.63,0.38,0.77,0.1,15.240000000000009,13.599999999999994,,0.06060606060606055,-0.63,-2.05,0.8,0
14.0,10.0,177.8,61.23,182.88,Orthodox,33.0,4.68,0.35,4.62,0.58,0.74,0.42,0.57,0.1,17.0,7.0,167.64,56.7,167.64,Orthodox,39.0,2.58,0.41,2.46,0.64,0.77,0.4,0.72,0.4,10.160000000000025,4.529999999999994,15.240000000000009,-0.12,-0.030000000000000027,2.0999999999999996,-0.30000000000000004,0
8.0,4.0,162.56,56.7,162.56,Southpaw,28.0,3.27,0.45,4.1,0.46,1.27,0.41,0.57,0.4,21.0,7.0,170.18,65.77,177.8,Orthodox,39.0,2.0,0.4,2.31,0.62,3.83,0.42,0.62,1.5,-7.6200000000000045,-9.069999999999993,-15.240000000000009,-0.10875331564986734,-2.56,1.27,-1.1,0
14.0,8.0,165.1,52.16,170.18,Orthodox,41.0,2.52,0.31,4.75,0.46,1.32,0.21,0.36,0.6,12.0,5.0,172.72,70.31,190.5,Orthodox,42.0,2.34,0.43,2.32,0.6,3.65,0.36,0.31,1.3,-7.6200000000000045,-18.150000000000006,-20.319999999999993,-0.05797101449275355,-2.33,0.18000000000000016,-0.7000000000000001,1
14.0,8.0,170.18,56.7,180.34,Switch,33.0,2.5,0.45,2.0,0.43,1.72,0.35,0.26,1.0,20.0,3.0,190.5,70.31,195.58,Orthodox,31.0,3.65,0.46,3.37,0.5,0.0,0.0,0.11,1.3,-20.319999999999993,-13.61,-15.240000000000009,-0.2246376811594203,1.72,-1.15,-0.30000000000000004,0
4.0,3.0,167.64,56.7,,Orthodox,35.0,2.57,0.47,2.53,0.67,0.0,0.0,0.6,0.0,5.0,1.0,175.26,70.31,182.88,Orthodox,38.0,1.65,0.37,3.72,0.46,7.08,0.42,0.0,0.0,-7.6200000000000045,-13.61,,-0.2142857142857143,-7.08,0.9199999999999999,0.0,0
19.0,13.0,182.88,77.11,187.96,Orthodox,44.0,4.01,0.35,5.84,0.42,1.04,0.5,0.66,0.0,8.0,1.0,160.02,52.16,172.72,Orthodox,28.0,3.33,0.52,1.85,0.62,1.48,0.23,0.0,5.4,22.859999999999985,24.950000000000003,15.240000000000009,-0.22424242424242424,-0.43999999999999995,0.6799999999999997,-5.4,0
4.0,5.0,167.64,56.7,167.64,Southpaw,33.0,4.44,0.34,4.31,0.64,0.0,0.0,0.0,0.0,11.0,6.0,187.96,112.04,190.5,Orthodox,46.0,0.85,0.37,5.92,0.22,0.75,0.16,0.33,2.3,-20.32000000000002,-55.34,-22.860000000000014,-0.21111111111111114,-0.75,3.5900000000000003,-2.3,1
6.0,2.0,187.96,77.11,,Orthodox,41.0,2.55,0.4,2.34,0.35,0.0,0.0,0.0,0.0,5.0,2.0,190.5,108.86,190.5,Orthodox,27.0,1.81,0.4,1.86,0.5,0.0,0.0,0.81,0.0,-2.539999999999992,-31.75,,0.04166666666666663,0.0,0.7399999999999998,0.0,0
12.0,3.0,157.48,52.16,154.94,Orthodox,30.0,4.31,0.49,3.76,0.62,3.39,0.46,0.86,1.1,22.0,7.0,182.88,77.11,190.5,Orthodox,44.0,1.74,0.32,2.06,0.55,0.66,0.5,0.29,2.0,-25.400000000000006,-24.950000000000003,-35.56,0.01666666666666672,2.73,2.5699999999999994,-0.8999999999999999,1
16.0,7.0,172.72,70.31,177.8,Orthodox,45.0,5.56,0.47,5.6,0.45,0.2,0.12,0.58,0.0,22.0,8.0,190.5,92.99,,Orthodox,36.0,3.16,0.61,2.84,0.41,2.4,0.36,0.62,0.0,-17.78,-22.679999999999993,,-0.043010752688172116,-2.1999999999999997,2.3999999999999995,0.0,0
29.0,15.0,185.42,92.99,185.42,Southpaw,46.0,3.08,0.43,1.1,0.62,3.81,0.59,0.66,0.4,10.0,5.0,180.34,70.31,,Orthodox,41.0,2.48,0.41,2.53,0.64,0.0,0.0,0.64,0.0,5.079999999999984,22.679999999999993,,0.019444444444444486,3.81,0.6000000000000001,0.4,0
9.0,1.0,177.8,70.31,175.26,Orthodox,27.0,4.39,0.45,3.29,0.63,0.0,0.0,0.9,0.0,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,-5.079999999999984,-13.599999999999994,-15.240000000000009,0.06818181818181823,-2.02,2.96,-2.3,1
12.0,4.0,193.04,92.99,195.58,Southpaw,34.0,4.75,0.5,3.77,0.48,0.36,0.28,0.8,0.4,11.0,8.0,165.1,61.23,165.1,Orthodox,36.0,3.48,0.3,6.13,0.59,0.0,0.0,0.71,0.0,27.939999999999998,31.759999999999998,30.480000000000018,0.15588235294117647,0.36,1.27,0.4,0
9.0,2.0,193.04,92.99,200.66,Orthodox,36.0,5.0,0.62,3.65,0.5,0.19,1.0,0.7,0.4,17.0,6.0,182.88,77.11,185.42,Orthodox,34.0,2.68,0.37,2.59,0.58,0.71,0.27,0.68,1.0,10.159999999999997,15.879999999999995,15.240000000000009,0.04166666666666663,-0.52,2.32,-0.6,1
16.0,5.0,180.34,65.77,180.34,Orthodox,31.0,4.65,0.46,3.99,0.52,0.69,0.27,0.58,0.7,26.0,18.0,170.18,70.31,,Orthodox,43.0,0.47,0.25,9.77,0.36,0.0,0.0,0.5,0.0,10.159999999999997,-4.540000000000006,,0.14949494949494957,0.69,4.180000000000001,0.7,0
22.0,3.0,187.96,77.11,187.96,Southpaw,32.0,2.75,0.53,2.34,0.54,1.25,0.34,0.7,0.4,10.0,5.0,167.64,65.77,167.64,Orthodox,44.0,1.71,0.54,2.31,0.62,0.62,0.11,0.1,2.2,20.32000000000002,11.340000000000003,20.32000000000002,0.22115384615384615,0.63,1.04,-1.8000000000000003,0
25.0,12.0,185.42,77.11,190.5,Orthodox,43.0,1.69,0.35,2.62,0.56,0.58,0.3,0.52,0.8,15.0,5.0,187.96,83.91,190.5,Southpaw,39.0,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,-2.5400000000000205,-6.799999999999997,0.0,-0.05639097744360899,-1.21,-0.41999999999999993,-0.3999999999999999,1
10.0,7.0,154.94,52.16,157.48,Orthodox,31.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,8.0,3.0,182.88,70.31,182.88,Orthodox,37.0,1.66,0.34,3.53,0.37,0.0,0.0,0.37,0.5,-27.939999999999998,-18.150000000000006,-25.400000000000006,-0.11111111111111105,0.26,3.33,-0.2,1
14.0,3.0,157.48,52.16,154.94,Orthodox,31.0,3.04,0.4,4.72,0.43,1.62,0.55,0.08,0.3,14.0,8.0,182.88,92.99,193.04,Orthodox,44.0,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,-25.400000000000006,-40.83,-38.099999999999994,0.1690821256038647,1.1600000000000001,0.8700000000000001,-1.9999999999999998,1
13.0,4.0,177.8,70.31,182.88,Southpaw,27.0,1.56,0.49,2.78,0.46,3.17,0.36,0.6,1.2,51.0,16.0,182.88,83.91,190.5,Orthodox,46.0,1.43,0.42,2.79,0.5,2.02,0.33,0.33,2.3,-5.079999999999984,-13.599999999999994,-7.6200000000000045,-0.02777777777777779,1.15,0.13000000000000012,-1.0999999999999999,1
1.0,4.0,203.2,122.47,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,193.04,104.33,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.159999999999997,18.14,,0.04166666666666666,0.0,0.0,0.0,1
8.0,3.0,185.42,120.2,,Orthodox,45.0,5.13,0.6,1.81,0.45,0.0,0.0,0.0,0.0,2.0,6.0,193.04,124.74,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.6200000000000045,-4.539999999999992,,0.4444444444444444,0.0,5.13,0.0,1
9.0,4.0,175.26,70.31,,Orthodox,36.0,1.08,0.45,2.67,0.52,3.39,0.5,1.0,0.7,10.0,7.0,170.18,61.23,175.26,Southpaw,32.0,3.26,0.44,3.63,0.53,0.5,0.16,0.3,0.0,5.079999999999984,9.080000000000005,,0.08730158730158732,2.89,-2.1799999999999997,0.7,1
19.0,6.0,187.96,92.99,187.96,Orthodox,41.0,3.92,0.5,2.55,0.67,1.03,0.47,0.7,0.7,20.0,11.0,185.42,109.32,,Orthodox,49.0,1.93,0.34,3.02,0.5,0.26,0.28,0.78,0.0,2.5400000000000205,-16.33,,0.10576923076923073,0.77,1.99,0.7,1
16.0,3.0,172.72,61.23,182.88,Orthodox,44.0,0.88,0.64,1.14,0.46,2.2,0.33,0.5,1.6,16.0,8.0,177.8,109.32,,Orthodox,49.0,1.42,0.46,4.2,0.54,2.66,0.34,0.25,1.8,-5.0800000000000125,-48.089999999999996,,0.16000000000000003,-0.45999999999999996,-0.5399999999999999,-0.19999999999999996,1
17.0,5.0,185.42,83.91,190.5,Orthodox,35.0,2.17,0.53,2.43,0.45,3.13,0.4,1.0,0.5,30.0,12.0,172.72,65.77,172.72,Orthodox,39.0,3.44,0.47,3.25,0.5,3.3,0.32,0.43,1.2,12.699999999999989,18.14,17.78,0.041456016177957467,-0.16999999999999993,-1.27,-0.7,1
13.0,2.0,187.96,120.2,,Orthodox,36.0,3.43,0.35,2.07,0.64,0.0,0.0,1.0,0.0,15.0,6.0,180.34,77.11,190.5,Southpaw,33.0,4.97,0.5,5.47,0.57,0.46,0.44,0.87,0.1,7.6200000000000045,43.09,,0.13068181818181823,-0.46,-1.5399999999999996,-0.1,0
15.0,4.0,190.5,92.99,193.04,Orthodox,39.0,1.31,0.31,1.92,0.69,6.39,0.54,0.25,0.2,14.0,3.0,180.34,65.77,180.34,Orthodox,33.0,5.05,0.47,5.32,0.45,0.0,0.0,0.4,0.0,10.159999999999997,27.22,12.699999999999989,-0.02777777777777779,6.39,-3.7399999999999998,0.2,1
6.0,3.0,182.88,92.99,,Orthodox,46.0,2.79,0.43,3.28,0.6,0.0,0.0,0.6,0.0,4.0,2.0,198.12,120.2,,Orthodox,50.0,1.94,0.52,2.71,0.58,8.71,0.75,0.0,2.9,-15.240000000000009,-27.210000000000008,,0.02857142857142858,-8.71,0.8500000000000001,-2.9,0
12.0,3.0,182.88,83.91,190.5,Southpaw,32.0,4.66,0.54,4.1,0.6,0.42,0.5,0.87,0.0,12.0,6.0,177.8,70.31,190.5,Switch,29.0,3.22,0.5,5.87,0.4,1.5,0.26,0.47,1.2,5.079999999999984,13.599999999999994,0.0,0.11842105263157898,-1.08,1.44,-1.2,1
6.0,17.0,172.72,77.11,,Orthodox,44.0,2.62,0.23,2.77,0.58,1.19,1.0,0.0,0.0,14.0,2.0,175.26,70.31,177.8,Orthodox,36.0,4.33,0.55,3.4,0.52,1.78,0.3,0.68,0.0,-2.539999999999992,6.799999999999997,,-0.5735294117647058,-0.5900000000000001,-1.71,0.0,1
7.0,5.0,187.96,77.11,198.12,Orthodox,32.0,3.15,0.26,6.39,0.54,0.0,0.0,0.0,0.7,15.0,5.0,187.96,83.91,190.5,Southpaw,39.0,2.11,0.24,4.06,0.53,1.79,0.75,0.66,1.2,0.0,-6.799999999999997,7.6200000000000045,-0.17582417582417587,-1.79,1.04,-0.5,0
21.0,3.0,177.8,70.31,185.42,Orthodox,29.0,5.13,0.52,3.7,0.41,0.98,0.25,0.56,1.6,2.0,2.0,177.8,70.31,,Orthodox,42.0,2.6,0.26,2.83,0.5,0.0,0.0,0.87,0.7,0.0,0.0,,0.43999999999999995,0.98,2.53,0.9000000000000001,1
23.0,10.0,187.96,92.99,190.5,Southpaw,47.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,15.0,5.0,182.88,65.77,187.96,Orthodox,39.0,4.65,0.44,2.91,0.58,0.0,0.0,0.5,0.0,5.0800000000000125,27.22,2.539999999999992,-0.037815126050420145,0.64,-2.22,0.8,0
15.0,9.0,170.18,52.16,172.72,Orthodox,27.0,6.54,0.42,6.55,0.51,0.91,0.62,0.65,0.0,9.0,6.0,185.42,92.99,187.96,Southpaw,33.0,2.57,0.51,2.42,0.57,0.72,0.4,0.42,0.5,-15.23999999999998,-40.83,-15.240000000000009,0.03749999999999998,0.19000000000000006,3.97,-0.5,0
12.0,3.0,170.18,65.77,172.72,Switch,30.0,4.43,0.61,3.07,0.59,2.56,0.69,0.75,0.0,6.0,5.0,170.18,61.23,167.64,Southpaw,35.0,3.87,0.57,8.43,0.46,1.81,0.19,1.0,0.0,0.0,4.539999999999999,5.0800000000000125,0.25,0.75,0.5599999999999996,0.0,0
12.0,6.0,170.18,56.7,165.1,Orthodox,35.0,3.76,0.44,7.03,0.43,0.15,0.33,0.65,0.0,11.0,8.0,175.26,65.77,182.88,Orthodox,40.0,1.79,0.35,2.48,0.56,0.99,0.28,0.44,0.7,-5.079999999999984,-9.069999999999993,-17.78,0.08157894736842097,-0.84,1.9699999999999998,-0.7,1
6.0,4.0,190.5,109.77,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,8.0,182.88,65.77,,Orthodox,45.0,1.13,0.35,2.36,0.48,2.67,0.53,0.12,0.7,7.6200000000000045,44.0,,-0.045454545454545525,-2.67,-1.13,-0.7,0
14.0,4.0,177.8,65.77,177.8,Orthodox,32.0,4.74,0.53,4.91,0.54,0.29,0.2,0.5,0.0,35.0,13.0,180.34,92.99,187.96,Orthodox,47.0,2.79,0.4,2.19,0.6,0.97,0.53,0.62,0.6,-2.539999999999992,-27.22,-10.159999999999997,0.022556390977443552,-0.6799999999999999,1.9500000000000002,-0.6,0
31.0,15.0,177.8,70.31,180.34,Orthodox,37.0,6.14,0.52,3.74,0.62,1.2,0.37,0.74,0.3,12.0,3.0,177.8,70.31,177.8,Orthodox,36.0,1.7,0.53,1.75,0.51,2.6,0.51,0.55,1.1,0.0,0.0,2.539999999999992,-0.09042553191489366,-1.4000000000000001,4.4399999999999995,-0.8,1
10.0,4.0,170.18,61.23,175.26,Southpaw,37.0,3.13,0.5,3.73,0.55,3.32,0.6,0.71,1.3,29.0,6.0,175.26,70.31,175.26,Orthodox,40.0,4.32,0.41,4.39,0.55,2.92,0.36,0.92,0.5,-5.079999999999984,-9.080000000000005,0.0,-0.13888888888888895,0.3999999999999999,-1.1900000000000004,0.8,1
9.0,3.0,190.5,83.91,180.34,Orthodox,33.0,5.69,0.52,2.9,0.56,0.22,0.33,0.31,0.0,28.0,15.0,170.18,65.77,175.26,Orthodox,38.0,3.09,0.49,3.18,0.46,1.71,0.25,0.48,1.7,20.319999999999993,18.14,5.0800000000000125,0.05594405594405594,-1.49,2.6000000000000005,-1.7,1
15.0,15.0,185.42,77.11,190.5,Orthodox,41.0,2.11,0.37,3.75,0.51,1.18,0.55,0.19,0.7,10.0,8.0,165.1,56.7,172.72,Orthodox,34.0,2.88,0.39,3.65,0.58,0.28,0.22,0.72,0.4,20.319999999999993,20.409999999999997,17.78,-0.04244482173174868,0.8999999999999999,-0.77,0.29999999999999993,0
14.0,8.0,182.88,92.99,193.04,Orthodox,44.0,2.17,0.41,2.08,0.55,0.46,0.5,0.47,2.3,2.0,7.0,182.88,86.18,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.809999999999988,,0.40869565217391307,0.46,2.17,2.3,0
12.0,5.0,185.42,83.91,185.42,Orthodox,35.0,2.6,0.47,3.72,0.52,0.81,0.25,0.77,1.0,12.0,4.0,190.5,83.91,190.5,Orthodox,46.0,3.59,0.3,3.13,0.57,0.41,1.0,0.5,3.3,-5.0800000000000125,0.0,-5.0800000000000125,-0.03921568627450989,0.4000000000000001,-0.9899999999999998,-2.3,1
1.0,4.0,203.2,122.47,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,190.5,83.91,200.66,Orthodox,32.0,3.73,0.43,2.67,0.54,0.0,0.0,0.66,0.0,12.699999999999989,38.56,,-0.4696969696969697,0.0,-3.73,0.0,0
11.0,4.0,180.34,70.31,185.42,Orthodox,38.0,3.42,0.4,3.18,0.58,0.46,1.0,0.63,0.0,10.0,6.0,165.1,61.23,177.8,Orthodox,34.0,1.86,0.36,3.1,0.52,2.64,0.35,0.43,0.6,15.240000000000009,9.080000000000005,7.619999999999976,0.09926470588235292,-2.18,1.5599999999999998,-0.6,0
0.0,1.0,175.26,92.99,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,3.0,180.34,70.31,185.42,Orthodox,40.0,2.02,0.47,1.98,0.62,2.89,0.35,0.37,1.2,-5.0800000000000125,22.679999999999993,,-0.7647058823529411,-2.89,-2.02,-1.2,0
9.0,0.0,170.18,56.7,167.64,Orthodox,28.0,4.15,0.44,3.43,0.59,1.54,0.27,1.0,2.6,12.0,5.0,185.42,83.91,,Orthodox,42.0,2.68,0.53,2.33,0.49,6.51,0.68,0.0,1.8,-15.23999999999998,-27.209999999999994,,0.2333333333333334,-4.97,1.4700000000000002,0.8,0
16.0,6.0,182.88,77.11,187.96,Orthodox,31.0,3.27,0.55,2.22,0.58,1.19,0.5,0.71,0.3,4.0,1.0,175.26,61.23,187.96,Orthodox,32.0,6.84,0.46,6.96,0.62,0.0,0.0,0.78,1.1,7.6200000000000045,15.880000000000003,0.0,0.02898550724637683,1.19,-3.57,-0.8,0
38.0,17.0,185.42,83.91,,Orthodox,41.0,1.53,0.33,6.19,0.39,2.18,0.66,0.0,3.3,5.0,4.0,190.5,92.99,198.12,Orthodox,45.0,1.8,0.5,2.04,0.46,7.19,0.8,0.8,5.4,-5.0800000000000125,-9.079999999999998,,0.1785714285714286,-5.01,-0.27,-2.1000000000000005,0
14.0,3.0,193.04,92.99,198.12,Orthodox,32.0,4.01,0.5,2.3,0.53,0.82,0.25,0.9,0.2,30.0,8.0,175.26,70.31,182.88,Southpaw,35.0,5.45,0.51,4.36,0.53,1.33,0.36,0.63,1.4,17.78,22.679999999999993,15.240000000000009,0.008547008547008517,-0.5100000000000001,-1.4400000000000004,-1.2,1
5.0,2.0,177.8,77.11,,Orthodox,,2.47,0.25,7.06,0.41,0.0,0.0,0.0,0.0,9.0,2.0,170.18,65.77,,Orthodox,35.0,2.47,0.35,2.53,0.51,0.0,0.0,0.42,0.8,7.6200000000000045,11.340000000000003,,-0.125,0.0,0.0,-0.8,0
12.0,3.0,182.88,83.91,,Orthodox,47.0,0.78,0.42,1.57,0.4,0.0,0.0,0.33,0.0,13.0,4.0,182.88,92.99,193.04,Orthodox,32.0,2.61,0.45,4.04,0.58,3.42,0.5,0.83,0.0,0.0,-9.079999999999998,,0.02777777777777779,-3.42,-1.8299999999999998,0.0,0
12.0,2.0,190.5,92.99,195.58,Orthodox,28.0,6.47,0.61,5.9,0.44,1.09,0.25,1.0,0.5,18.0,6.0,177.8,65.77,177.8,Orthodox,35.0,7.36,0.56,5.57,0.43,1.24,0.23,0.61,1.1,12.699999999999989,27.22,17.78,0.08000000000000007,-0.1499999999999999,-0.8900000000000006,-0.6000000000000001,0
19.0,10.0,198.12,92.99,205.74,Southpaw,50.0,4.06,0.71,1.78,0.6,1.17,0.83,0.53,0.2,17.0,2.0,170.18,61.23,180.34,Orthodox,32.0,2.86,0.49,3.84,0.53,4.92,0.49,0.58,1.0,27.939999999999998,31.759999999999998,25.400000000000006,-0.21666666666666667,-3.75,1.1999999999999997,-0.8,1
9.0,5.0,172.72,70.31,172.72,Orthodox,51.0,3.06,0.32,2.99,0.7,2.07,0.5,0.8,0.0,15.0,4.0,167.64,65.77,,0,42.0,1.75,0.39,1.78,0.48,2.02,0.22,0.56,0.5,5.0800000000000125,4.540000000000006,,-0.15000000000000002,0.04999999999999982,1.31,-0.5,1
24.0,7.0,175.26,77.11,177.8,Southpaw,40.0,2.93,0.45,1.79,0.63,2.4,0.45,0.63,0.8,14.0,6.0,182.88,77.11,182.88,Orthodox,41.0,2.42,0.42,3.73,0.59,1.2,0.38,0.75,0.4,-7.6200000000000045,0.0,-5.079999999999984,0.08333333333333337,1.2,0.5100000000000002,0.4,1
14.0,7.0,157.48,52.16,157.48,Orthodox,28.0,3.73,0.36,4.63,0.65,0.5,0.2,0.88,0.0,1.0,0.0,182.88,97.52,,0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-25.400000000000006,-45.36,,0.13636363636363635,0.5,3.73,0.0,1
13.0,0.0,175.26,65.77,185.42,Orthodox,32.0,3.65,0.5,2.4,0.56,1.29,0.46,0.46,0.9,9.0,3.0,167.64,61.23,167.64,Orthodox,29.0,3.78,0.47,4.65,0.47,1.56,0.47,0.62,0.6,7.6200000000000045,4.539999999999999,17.78,0.2362637362637363,-0.27,-0.1299999999999999,0.30000000000000004,0
18.0,8.0,172.72,65.77,180.34,Orthodox,38.0,3.76,0.44,2.97,0.53,0.59,0.66,0.65,0.0,28.0,9.0,177.8,70.31,182.88,Southpaw,41.0,1.8,0.38,2.14,0.65,0.83,0.8,0.81,0.4,-5.0800000000000125,-4.540000000000006,-2.539999999999992,-0.07017543859649122,-0.24,1.9599999999999997,-0.4,1
19.0,7.0,182.88,83.91,187.96,Southpaw,30.0,4.56,0.45,4.24,0.56,1.66,0.45,0.69,0.5,10.0,7.0,180.34,77.11,190.5,Orthodox,41.0,2.6,0.42,3.65,0.51,0.91,0.21,0.47,0.9,2.539999999999992,6.799999999999997,-2.539999999999992,0.14814814814814814,0.7499999999999999,1.9599999999999995,-0.4,1
23.0,5.0,170.18,83.91,,Southpaw,47.0,1.35,0.23,2.38,0.66,0.0,0.0,0.8,0.0,14.0,9.0,182.88,83.91,,Orthodox,53.0,3.01,0.47,1.19,0.76,0.49,0.18,0.36,2.5,-12.699999999999989,0.0,,0.20977011494252873,-0.49,-1.6599999999999997,-2.5,1
23.0,10.0,187.96,92.99,190.5,Southpaw,47.0,2.43,0.35,2.34,0.59,0.64,0.44,0.62,0.8,2.0,1.0,182.88,95.25,,Orthodox,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0800000000000125,-2.260000000000005,,0.17647058823529416,0.64,2.43,0.8,1
34.0,12.0,187.96,77.11,190.5,Southpaw,42.0,2.06,0.38,2.25,0.6,1.98,0.39,0.84,0.5,7.0,4.0,180.34,77.11,,Orthodox,39.0,1.0,0.41,2.6,0.71,0.0,0.0,0.0,0.0,7.6200000000000045,0.0,,0.1400709219858156,1.98,1.06,0.5,0
10.0,7.0,154.94,52.16,157.48,Orthodox,31.0,4.99,0.44,5.39,0.52,0.26,1.0,0.64,0.3,21.0,13.0,193.04,117.93,193.04,Orthodox,40.0,2.79,0.47,4.14,0.46,1.72,0.33,0.85,0.9,-38.099999999999994,-65.77000000000001,-35.56,-0.0444444444444444,-1.46,2.2,-0.6000000000000001,1
47.0,19.0,193.04,120.2,203.2,Orthodox,43.0,3.67,0.64,2.44,0.57,1.42,0.55,0.73,0.8,16.0,6.0,172.72,56.7,182.88,Southpaw,28.0,4.64,0.54,2.73,0.61,0.29,1.0,0.66,0.6,20.319999999999993,63.5,20.319999999999993,0.005840363400389403,1.13,-0.9699999999999998,0.20000000000000007,0
9.0,3.0,165.1,61.23,,Orthodox,37.0,0.11,0.07,7.36,0.31,0.0,0.0,0.0,12.1,11.0,7.0,177.8,70.31,,Orthodox,37.0,0.0,0.0,0.0,1.0,7.32,1.0,0.0,0.0,-12.700000000000017,-9.080000000000005,,0.11336032388663964,-7.32,0.11,12.1,1
